Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
46	Oinkadova	SQUAWK	Horde	1,005.5	40	Aug 17	1:11:20	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Malfurion's Blessed Bulwark (19405)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	Boots of the Vanguard (21493)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	Deathbringer (17068)	Blessed Qiraji War Axe (21242)	Bloodseeker (19107)
47	Vafelka	Hostile	Alliance	1,005.2	38	Aug 7	47:47	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Earthstrike (21180)	Blackhand's Breadth (13965)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
48	Ezc	Guillotine	Horde	1,005.2	40	Aug 17	41:43	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	Conqueror's Legguards (21332)	Boots of the Vanguard (21493)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Signet of Unyielding Strength (21393)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Quickblade (23467)	Gurubashi Dwarf Destroyer (19853)
49	Ezco	whos friend r u	Alliance	1,003.6	40	Aug 13	33:52	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
50	Kobaryo	B R I C K E D	Alliance	1,001.6	40	Aug 16	40:08	Helm of Endless Rage (19372)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Gauntlets of Annihilation (21581)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Earthstrike (21180)	Cloak of the Fallen God (21710)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Crossbow of Imminent Doom (21459)
51	Alleymonkey	Gnomeboys	Alliance	1,001.1	40	Aug 14	51:25	Lieutenant Commander's Plate Helmet (23314)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Plate Shoulders (23315)	Cadaverous Armor (14637)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Chromatically Tempered Sword (19352)	Maladath, Runed Blade of the Black Flight (19351)	Gurubashi Dwarf Destroyer (19853)
52	Essaxd	Progress	Horde	1,000.4	40	Aug 5	45:35	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
53	Edow	whos friend r u 2	Alliance	1,000.4	40	Aug 10	36:51	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
54	Jwarr	Progress	Horde	999.3	39	Aug 13	44:47	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Badge of the Swarmguard (21670)	Drake Fang Talisman (19406)	Cloak of Firemaw (19398)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Striker's Mark (17069)
55	Grúng	pneumonoultramicroscopic	Horde	999.1	40	Aug 14	50:05	Conqueror's Crown (21329)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cloak of the Fallen God (21710)	Bonereaver's Edge (17076)	N/A	Striker's Mark (17069)
56	Core	Eternal	Alliance	997.3	40	Aug 11	27:38	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Breastplate of Annihilation (21814)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Diamond Flask (20130)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
57	Ezcoxd	whos friend r u 2	Alliance	996.9	40	Aug 17	37:49	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Edgemaster's Handguards (14551)	Ring of the Qiraji Fury (21677)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
58	Akumakek	Faint	Alliance	996.5	32	Aug 17	47:56	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Plate Shoulders (23315)	Knight-Captain's Plate Hauberk (23300)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Gauntlets of Annihilation (21581)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
59	Problemx	whos friend r u 2	Alliance	996.4	40	Aug 17	37:49	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
60	Anarchy	Regress	Horde	995.7	40	Aug 17	40:22	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Boots of the Vanguard (21493)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
61	Metaslave	Temporary	Horde	995.6	40	Aug 11	1:10:37	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Breastplate of Annihilation (21814)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Quickblade (23467)	Blastershot Launcher (17072)
62	Ahti	Gnomeboys	Alliance	995.4	40	Aug 14	51:25	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Conqueror's Breastplate (21331)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Earthstrike (21180)	Badge of the Swarmguard (21670)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
63	Obiwoncranks	Smooth	Horde	995.3	40	Aug 15	1:35:39	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Crossbow of Imminent Doom (21459)
64	Hercules	SQUAWK	Horde	995.2	41	Aug 13	1:26:51	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Master Dragonslayer's Ring (19384)	Signet of Unyielding Strength (21393)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Bloodseeker (19107)
65	Myhuman	Hanterbart	Alliance	994.6	37	Aug 6	45:14	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Conqueror's Breastplate (21331)	Zandalar Vindicator's Belt (19823)	Conqueror's Legguards (21332)	Marshal's Plate Boots (16483)	Vambraces of the Sadist (13400)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Hand of Justice (11815)	Diamond Flask (20130)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Satyr's Bow (18323)
66	Sniffmale	N/A	Unknown	994.0	40	Aug 6	32:07	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Diamond Flask (20130)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
67	Zulpí	Lockwood Pugs	Horde	993.3	40	Aug 10	59:21	Champion's Plate Helm (23244)	Fury of the Forgotten Swarm (21809)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Deeprock Bracers (21184)	Gauntlets of Annihilation (21581)	Ring of the Qiraji Fury (21677)	Master Dragonslayer's Ring (19384)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Striker's Mark (17069)
68	Resort	N/A	Unknown	992.4	40	Aug 11	57:49	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Vambraces of the Sadist (13400)	General's Plate Gauntlets (16548)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of Firemaw (19398)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Gurubashi Dwarf Destroyer (19853)
69	Snapwarr	Dense	Alliance	991.8	40	Aug 15	47:35	Helm of Endless Rage (19372)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Gauntlets of Annihilation (21581)	Ring of the Qiraji Fury (21677)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
70	Roguishhx	Resist	Horde	990.9	40	Aug 4	42:54	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Wristguards of Stability (19146)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Stoneskin Gargoyle Cape (13397)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
71	Baldnfat	N/A	Unknown	990.5	40	Jul 29	43:22	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Gurubashi Dwarf Destroyer (19853)
72	Coach	SQUAWK	Horde	989.8	40	Aug 6	1:16:22	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Gauntlets of Annihilation (21581)	Master Dragonslayer's Ring (19384)	Circle of Applied Force (19432)	Earthstrike (21180)	Hand of Justice (11815)	Puissant Cape (18541)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
73	Floorwood	Progress	Horde	989.4	39	Aug 13	44:47	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Belt of Preserved Heads (20216)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	General's Plate Gauntlets (16548)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Gurubashi Dwarf Destroyer (19853)
74	Goofster	Dense	Alliance	989.3	39	Aug 7	56:14	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Hive Defiler Wristguards (21618)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
75	Paintedpp	Eternal	Alliance	989.0	40	Aug 11	27:38	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Knight-Captain's Plate Hauberk (23300)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Circle of Applied Force (19432)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Gurubashi Dwarf Destroyer (19853)
76	Antun	whos friend r u 2	Alliance	988.8	40	Aug 10	36:51	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Cadaverous Armor (14637)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Gauntlets of Annihilation (21581)	Circle of Applied Force (19432)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
77	Zuru	Smooth	Horde	988.7	40	Aug 8	1:37:05	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Razor (18840)	Bloodseeker (19107)
78	Kahla	B R I C K E D	Alliance	988.5	38	Jul 26	53:04	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracers of Brutality (21457)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Circle of Applied Force (19432)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
79	Smolshadowz	lmao just jump	Alliance	987.9	40	Aug 10	39:25	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Diamond Flask (20130)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
80	Mikassa	SF	Horde	986.9	40	Aug 15	29:43	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Drake Fang Talisman (19406)	Cloak of Draconic Might (19436)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Gurubashi Dwarf Destroyer (19853)
81	Scripto	unnamed	Alliance	985.0	40	Aug 10	1:02:01	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Plate Shoulders (23315)	Knight-Captain's Plate Hauberk (23300)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Gauntlets of Annihilation (21581)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
82	Meandow	Progress	Horde	984.8	39	Aug 5	50:25	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Hand of Justice (11815)	Diamond Flask (20130)	Cloak of the Golden Hive (21621)	High Warlord's Blade (16345)	High Warlord's Quickblade (23467)	Gurubashi Dwarf Destroyer (19853)
83	Guren	noted	Alliance	983.9	40	Aug 5	42:41	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Gurubashi Dwarf Destroyer (19853)
84	Bb	SQUAWK	Horde	983.6	40	Aug 6	1:35:23	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Signet of Unyielding Strength (21393)	Circle of Applied Force (19432)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
85	Havnesjefen	Spectrum	Alliance	983.5	40	Aug 17	36:10	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	Empyrean Demolisher (17112)	Anubisath Warhammer (21837)	Bloodseeker (19107)
86	Cultare	Gnomeboys	Alliance	981.9	40	Aug 14	51:25	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Hand of Justice (11815)	Earthstrike (21180)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
87	Painted	SF	Horde	981.6	40	Aug 8	34:11	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Diamond Flask (20130)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
88	Wárchief	atrocious	Horde	980.8	40	Aug 6	50:06	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Quickblade (23467)	Striker's Mark (17069)
89	Rendbot	B R I C K E D	Alliance	980.1	39	Aug 5	42:08	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
90	Heraz	DPS CLUB	Alliance	979.9	40	Aug 7	38:41	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracers of Brutality (21457)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Larvae of the Great Worm (23557)
