Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
53	Xubin	N/A	Unknown	245.3	28	Feb 21	3:02	High Councillor's Circlet (10139)	Star of Mystaria (12103)	High Councillor's Mantle (10142)	High Councillor's Robe (10143)	Mana Igniting Cord (19136)	Adventurer's Legguards (10262)	High Councillor's Boots (10137)	Mighty Armsplints (10147)	Nightshade Gloves (10225)	Songstone of Ironforge (12543)	Maiden's Circle (13001)	Eye of the Beast (13968)	Briarwood Reed (12930)	High Councillor's Cloak (10138)	Energetic Rod (18321)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
54	Bmac	Saga	Alliance	243.8	40	Mar 6	2:31	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Kentic Amice (11624)	Robe of Everlasting Night (18385)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Sublime Wristguards (18497)	Hands of Power (13253)	Maiden's Circle (13001)	Songstone of Ironforge (12543)	Second Wind (11819)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Rod of the Ogre Magi (18534)	N/A	N/A
55	Boomblaster	Rikets Røst	Alliance	243.7	31	Mar 9	1:51	Cenarion Helm (16834)	Choker of Enlightenment (17109)	Elder Wizard's Mantle (13013)	Robe of Volatile Power (19145)	Mana Igniting Cord (19136)	Cenarion Leggings (16835)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Dreamweave Gloves (10019)	Tidal Loop (18398)	Songstone of Ironforge (12543)	Second Wind (11819)	Briarwood Reed (12930)	Frostweaver Cape (12968)	Aurastone Hammer (17105)	Orb of the Forgotten Seer (7685)	Egan's Blaster (13289)
56	Valkra	GOATS	Alliance	241.4	33	Mar 15	2:06	Crimson Felt Hat (18727)	Choker of the Fire Lord (18814)	Burial Shawl (18681)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Knight-Captain's Dragonhide Leggings (23295)	Waterspout Boots (18322)	Sublime Wristguards (18497)	Gordok's Gloves (18368)	Songstone of Ironforge (12543)	Band of Rumination (18103)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Witchblade (13964)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
57	Mookinberg	Ogrelords	Horde	241.0	37	Mar 5	2:07	Councillor's Circlet (10097)	Tempest Talisman (18317)	Elder Wizard's Mantle (13013)	Duskwoven Robe (10065)	Ban'thok Sash (11662)	Luminary Kilt (11823)	High Councillor's Boots (10137)	Cenarion Bracers (16830)	Brightspark Gloves (18387)	Band of Rumination (18103)	Seal of Rivendare (13345)	Briarwood Reed (12930)	Eye of the Beast (13968)	Resplendent Cloak (14321)	Vorpal Dagger (15245)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
58	Nordbrand	Fatality	Horde	240.5	40	Jan 23	2:01	Dreamweave Circlet (10041)	Choker of the Fire Lord (18814)	Splinthide Shoulders (11685)	Robes of the Royal Crown (11924)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Dreamweave Gloves (10019)	Band of Sulfuras (19138)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Rune of the Guard Captain (19120)	Sapphiron Drape (17078)	Energetic Rod (18321)	Ancient Cornerstone Grimoire (17067)	N/A
59	Celtillos	Primal Nolife	Alliance	240.4	29	Feb 23	2:54	Dreamweave Circlet (10041)	Tempest Talisman (18317)	Kentic Amice (11624)	Flamestrider Robes (11747)	Stormpike Cloth Girdle (19094)	Luminary Kilt (11823)	Waterspout Boots (18322)	Flarecore Wraps (18263)	Earth Warder's Gloves (21318)	Cyclopean Band (11824)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Staff of Jordan (873)	N/A	N/A
60	Druidekar	N/A	Unknown	239.8	39	Feb 5	2:04	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Cenarion Spaulders (16836)	Robe of the Magi (1716)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Cenarion Gloves (16831)	Songstone of Ironforge (12543)	Band of the Unicorn (7553)	Rune of the Dawn (19812)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Aurastone Hammer (17105)	Tome of Arcane Domination (19308)	N/A
61	Derpkin	N/A	Unknown	239.3	35	Mar 7	2:01	Cenarion Helm (16834)	Tempest Talisman (18317)	Shroud of the Nathrezim (18720)	Knight-Captain's Dragonhide Chestpiece (23294)	Ban'thok Sash (11662)	Knight-Captain's Dragonhide Leggings (23295)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Songstone of Ironforge (12543)	Cyclopean Band (11824)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Rod of the Ogre Magi (18534)	N/A	N/A
62	Longfrog	Kult	Alliance	238.4	39	Mar 6	1:40	Nightshade Helmet (10226)	Star of Mystaria (12103)	Elegant Mantle (10210)	Mystical Armor (10181)	Ban'thok Sash (11662)	Knight-Captain's Dragonhide Leggings (23295)	Waterspout Boots (18322)	Peerless Bracers (15425)	Mighty Gauntlets (10149)	Band of the Unicorn (7553)	Band of Rumination (18103)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Staff of Dominance (18842)	N/A	N/A
63	Skarpie	Redeemed	Alliance	238.2	29	Mar 2	2:50	Lieutenant Commander's Dragonhide Headguard (23308)	Star of Mystaria (12103)	Lieutenant Commander's Dragonhide Shoulders (23309)	Robe of Everlasting Night (18385)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Hands of Power (13253)	Songstone of Ironforge (12543)	Band of Rumination (18103)	Mindtap Talisman (18371)	Second Wind (11819)	Sapphiron Drape (17078)	Staff of Dominance (18842)	N/A	N/A
64	Malcolmz	N/A	Unknown	237.8	34	Jan 27	3:14	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Eye of Orgrimmar (12545)	Cyclopean Band (11824)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Staff of Dominance (18842)	N/A	Egan's Blaster (13289)
65	Mupps	LIGHT HALL	Alliance	237.0	18	Mar 9	4:13	Wanderer's Hat (10111)	Gemshard Heart (17707)	Lieutenant Commander's Dragonhide Shoulders (23309)	Knight-Captain's Dragonhide Chestpiece (23294)	Mana Igniting Cord (19136)	Knight-Captain's Dragonhide Leggings (23295)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Nightshade Gloves (10225)	Songstone of Ironforge (12543)	Cyclopean Band (11824)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Staff of Dominance (18842)	N/A	N/A
66	Tgjeh	Eminence	Horde	236.5	26	Feb 9	3:01	Dreamweave Circlet (10041)	Tempest Talisman (18317)	Splinthide Shoulders (11685)	Flamestrider Robes (11747)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Omnicast Boots (11822)	Resplendent Bracelets (14320)	Grand Gauntlets (15192)	Cyclopean Band (11824)	Band of Rumination (18103)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Staff of Dominance (18842)	N/A	N/A
67	페퍼톤스	N/A	Unknown	236.2	29	Mar 16	3:38	Green Lens (10504)	Choker of the Fire Lord (18814)	Elder Wizard's Mantle (13013)	Councillor's Tunic (10104)	Mana Igniting Cord (19136)	Luminary Kilt (11823)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Dreamweave Gloves (10019)	Ring of Spell Power (19147)	Ring of Spell Power (19147)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Sapphiron Drape (17078)	Aurastone Hammer (17105)	Councillor's Scepter (15939)	N/A
68	Fable	N/A	Unknown	235.8	27	Mar 16	3:53	Celestial Crown (14312)	Star of Mystaria (12103)	High Councillor's Mantle (10142)	High Councillor's Tunic (10135)	Adventurer's Belt (10259)	Adventurer's Legguards (10262)	Master's Boots (10247)	High Councillor's Bracers (10136)	Mighty Gauntlets (10149)	Maiden's Circle (13001)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Briarwood Reed (12930)	High Councillor's Cloak (10138)	Staff of Dominance (18842)	N/A	N/A
69	Afurry	N/A	Unknown	235.7	39	Mar 8	2:11	Crimson Felt Hat (18727)	Tempest Talisman (18317)	Cyclone Spaulders (18528)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Eye of Orgrimmar (12545)	Band of the Unicorn (7553)	Briarwood Reed (12930)	Smoking Heart of the Mountain (11811)	Spritecaster Cape (11623)	Rod of the Ogre Magi (18534)	N/A	N/A
70	Bushyy	Wipe Club	Alliance	235.0	40	Feb 13	1:40	Crimson Felt Hat (18727)	Tempest Talisman (18317)	Lieutenant Commander's Dragonhide Shoulders (23309)	Elegant Tunic (10218)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Elegant Bracers (10213)	Ogreseer Fists (11665)	Band of Rumination (18103)	Songstone of Ironforge (12543)	Cannonball Runner (13382)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Blesswind Hammer (15229)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
71	Kiuma	Jetpack Dinosaurs	Horde	234.5	39	Feb 4	2:12	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Cyclone Spaulders (18528)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Dragonrider Boots (18102)	Cenarion Bracers (16830)	Hands of Power (13253)	Cyclopean Band (11824)	Band of Rumination (18103)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Staff of Dominance (18842)	N/A	Egan's Blaster (13289)
72	Amelio	BREAD	Alliance	234.3	17	Mar 13	4:39	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Robe of Everlasting Night (18385)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Master's Bracers (10248)	Hands of Power (13253)	Maiden's Circle (13001)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	Sapphiron Drape (17078)	Aurastone Hammer (17105)	Tome of Arcane Domination (19308)	N/A
73	Kodex	big dig mining co	Alliance	234.2	22	Mar 2	3:06	Cenarion Helm (16834)	Star of Mystaria (12103)	Cenarion Spaulders (16836)	Robe of Volatile Power (19145)	Cenarion Belt (16828)	Stormrage Legguards (16901)	Cenarion Boots (16829)	Cenarion Bracers (16830)	Cenarion Gloves (16831)	Fordring's Seal (16058)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18470)	Spritecaster Cape (11623)	Staff of Dominance (18842)	N/A	N/A
74	Yig	Asylum	Horde	233.9	35	Jan 25	3:42	Adventurer's Bandana (10261)	Star of Mystaria (12103)	Resplendent Epaulets (14325)	High Councillor's Tunic (10135)	Ban'thok Sash (11662)	Adventurer's Legguards (10262)	Waterspout Boots (18322)	Flameweave Cuffs (11766)	Mighty Gauntlets (10149)	Band of Rumination (18103)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Eye of the Beast (13968)	Archivist Cape (13386)	Mastersmith's Hammer (18048)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
75	Melbee	Dad Guild	Alliance	233.5	30	Mar 16	2:48	Green Lens (10504)	Choker of Enlightenment (17109)	Elegant Mantle (10210)	Councillor's Tunic (10104)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Omnicast Boots (11822)	Celestial Bindings (14311)	Hands of Power (13253)	Cyclopean Band (11824)	Songstone of Ironforge (12543)	Burst of Knowledge (11832)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Sorcerous Dagger (18878)	Therazane's Touch (19315)	Egan's Blaster (13289)
76	Bremene	The Culdesac	Alliance	233.2	35	Mar 7	1:49	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Flamestrider Robes (11747)	Mana Igniting Cord (19136)	Skyshroud Leggings (13170)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Songstone of Ironforge (12543)	Cyclopean Band (11824)	Eye of the Beast (13968)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Staff of Dominance (18842)	N/A	Egan's Blaster (13289)
77	Bosatsu	N/A	Unknown	233.0	24	Jan 17	3:12	Cenarion Helm (16834)	Choker of Enlightenment (17109)	Cyclone Spaulders (18528)	Chestplate of Tranquility (18373)	Thuzadin Sash (18740)	Cenarion Leggings (16835)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Dreamweave Gloves (10019)	Emerald Flame Ring (18395)	Heavy Dark Iron Ring (18879)	Briarwood Reed (12930)	Barov Peasant Caller (14023)	Spritecaster Cape (11623)	Energetic Rod (18321)	Ancient Cornerstone Grimoire (17067)	N/A
78	Wildivy	N/A	Unknown	232.9	36	Mar 7	1:43	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Robes of the Royal Crown (11924)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Omnicast Boots (11822)	Magister's Bindings (16683)	Ogreseer Fists (11665)	Seal of the Archmagus (17110)	Band of Rumination (18103)	Stormpike Insignia Rank 6 (17904)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Witchblade (13964)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
79	Milpo	N/A	Unknown	232.1	37	Dec 20	2:40	Crimson Felt Hat (18727)	Triune Amulet (7722)	High Councillor's Mantle (10142)	Robes of the Royal Crown (11924)	Thuzadin Sash (18740)	Luminary Kilt (11823)	Omnicast Boots (11822)	Chieftain's Bracers (9949)	Dreamweave Gloves (10019)	Seal of Rivendare (13345)	Songstone of Ironforge (12543)	Nifty Stopwatch (2820)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Zum'rah's Vexing Cane (18082)	N/A	N/A
80	Jtuckwitz	Situational BIS	Alliance	231.9	20	Mar 16	3:57	Dreamweave Circlet (10041)	Choker of Enlightenment (17109)	Lieutenant Commander's Dragonhide Shoulders (23309)	Elegant Tunic (10218)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Omnicast Boots (11822)	Magistrate's Cuffs (18726)	Bloodfire Talons (12464)	Band of Rumination (18103)	Ring of Demonic Guile (18314)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Staff of Dominance (18842)	N/A	Egan's Blaster (13289)
81	Ltdanny	my buffs	Alliance	230.6	36	Jan 29	2:13	Dreamweave Circlet (10041)	Stormpike Sage's Pendant (19098)	Cyclone Spaulders (18528)	Knight-Captain's Dragonhide Chestpiece (23294)	Ban'thok Sash (11662)	Knight-Captain's Dragonhide Leggings (23295)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Maiden's Circle (13001)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Rod of the Ogre Magi (18534)	N/A	N/A
82	Moonhorn	WowTang Clan	Horde	230.3	35	Feb 13	2:36	Master's Hat (10250)	Tempest Talisman (18317)	Burial Shawl (18681)	Robe of Everlasting Night (18385)	Ban'thok Sash (11662)	Legionnaire's Dragonhide Leggings (22878)	Waterspout Boots (18322)	High Councillor's Bracers (10136)	Nightshade Gloves (10225)	Band of Rumination (18103)	Maiden's Circle (13001)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Spritecaster Cape (11623)	Mastersmith's Hammer (18048)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
83	Beisik	N/A	Unknown	229.1	39	Dec 29	2:02	Green Lens (10504)	Heart of the Fiend (13960)	Elder Wizard's Mantle (13013)	Flamestrider Robes (11747)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Eye of Orgrimmar (12545)	Cyclopean Band (11824)	Eye of the Beast (13968)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	Sorcerous Dagger (18878)	Spirit of Aquementas (11904)	N/A
84	Elunetic	N/A	Unknown	229.0	20	Jan 21	5:32	Elegant Circlet (10219)	Marble Necklace (12034)	High Councillor's Mantle (10142)	High Councillor's Robe (10143)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Master's Boots (10247)	Mighty Armsplints (10147)	Adventurer's Gloves (10260)	Maiden's Circle (13001)	Maiden's Circle (13001)	Eye of the Beast (13968)	Briarwood Reed (12930)	High Councillor's Cloak (10138)	Demon Blade (15246)	Councillor's Scepter (15939)	N/A
85	Druage	Ignorance is BiS	Alliance	228.5	21	Feb 12	4:01	Cenarion Helm (16834)	Tempest Talisman (18317)	Lieutenant Commander's Dragonhide Shoulders (23309)	Dreamweave Vest (10021)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Sublime Wristguards (18497)	Adventurer's Gloves (10260)	Band of the Unicorn (7553)	Songstone of Ironforge (12543)	Talisman of Ephemeral Power (18820)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Sorcerous Dagger (18878)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
86	Iwannadru	N/A	Unknown	228.1	25	Mar 8	4:06	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Robe of Volatile Power (19145)	Thuzadin Sash (18740)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Flarecore Wraps (18263)	Hands of Power (13253)	Band of Rumination (18103)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Eye of the Beast (13968)	Sapphiron Drape (17078)	Staff of Dominance (18842)	N/A	Egan's Blaster (13289)
87	Ilostmyfaith	Eclipse	Alliance	227.6	29	Jan 26	2:49	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Chestplate of Tranquility (18373)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Dreamweave Gloves (10019)	Seal of Rivendare (13345)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Sorcerous Dagger (18878)	Therazane's Touch (19315)	Egan's Blaster (13289)
88	Kucke	Abyss	Horde	227.4	34	Mar 12	2:11	Crimson Felt Hat (18727)	Tooth of Gnarr (13141)	Kentic Amice (11624)	Robes of the Royal Crown (11924)	Ban'thok Sash (11662)	Tressermane Leggings (13169)	Omnicast Boots (11822)	Wyrmthalak's Shackles (13958)	Hands of Power (13253)	Eye of Orgrimmar (12545)	Band of the Unicorn (7553)	Eye of the Beast (13968)	Burst of Knowledge (11832)	Frostwolf Advisor's Cloak (19085)	Witchblade (13964)	Tome of Arcane Domination (19308)	N/A
89	상여니	N/A	Unknown	227.3	33	Jan 18	3:20	Cenarion Helm (16834)	Choker of Enlightenment (17109)	Kentic Amice (11624)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Leggings of Arcane Supremacy (18545)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Hands of Power (13253)	Dragonslayer's Signet (18403)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Briarwood Reed (12930)	Mighty Cloak (10148)	Staff of Dominance (18842)	N/A	N/A
90	Zephrey	N/A	Unknown	226.1	40	Mar 6	2:00	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Councillor's Shoulders (10100)	High Councillor's Tunic (10135)	Ban'thok Sash (11662)	Leggings of Arcane Supremacy (18545)	Elegant Boots (10211)	High Councillor's Bracers (10136)	Righteous Gloves (10072)	Cyclopean Band (11824)	Eye of Orgrimmar (12545)	Eye of the Beast (13968)	Second Wind (11819)	High Councillor's Cloak (10138)	Aurastone Hammer (17105)	Flask of Forest Mojo (19115)	N/A
91	Gorgrol	N/A	Unknown	225.5	39	Mar 13	1:48	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Cyclone Spaulders (18528)	Robes of the Royal Crown (11924)	Clutch of Andros (13956)	Luminary Kilt (11823)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Seal of Rivendare (13345)	Cyclopean Band (11824)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Spritecaster Cape (11623)	Aurastone Hammer (17105)	Ancient Cornerstone Grimoire (17067)	Egan's Blaster (13289)
92	Mullgoer	Pain in the Parse	Horde	225.1	35	Mar 7	2:37	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Burial Shawl (18681)	Robe of Everlasting Night (18385)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Sublime Wristguards (18497)	Hands of Power (13253)	Cyclopean Band (11824)	Eye of Orgrimmar (12545)	Burst of Knowledge (11832)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Sorcerous Dagger (18878)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
93	Rocs	Continuity	Alliance	224.8	37	Mar 3	2:55	Cenarion Helm (16834)	Stormpike Sage's Pendant (19098)	Cenarion Spaulders (16836)	Flamestrider Robes (11747)	Ban'thok Sash (11662)	Cenarion Leggings (16835)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Cenarion Gloves (16831)	Songstone of Ironforge (12543)	Seal of the Archmagus (17110)	Burst of Knowledge (11832)	Briarwood Reed (12930)	Faded Hakkari Cloak (20218)	Aurastone Hammer (17105)	Tome of Arcane Domination (19308)	N/A
94	Leonelpepsi	N/A	Unknown	224.7	39	Mar 2	2:26	Crimson Felt Hat (18727)	Barbed Thorn Necklace (18289)	Cyclone Spaulders (18528)	Robes of the Royal Crown (11924)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Songstone of Ironforge (12543)	Maiden's Circle (13001)	Briarwood Reed (12930)	Second Wind (11819)	Spritecaster Cape (11623)	Staff of Jordan (873)	N/A	N/A
95	Sammer	Valor	Alliance	224.4	39	Feb 3	2:21	Swashbuckler's Eyepatch (10187)	Tempest Talisman (18317)	Elegant Mantle (10210)	Elegant Robes (10215)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Omnicast Boots (11822)	Mighty Armsplints (10147)	Nightshade Gloves (10225)	Band of Rumination (18103)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Briarwood Reed (12930)	Stormpike Sage's Cloak (19086)	Sorcerous Dagger (18878)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
96	Marzy	N/A	Unknown	223.2	19	Feb 5	3:34	Crown of the Ogre King (18526)	Tempest Talisman (18317)	Shroud of the Nathrezim (18720)	Wildheart Vest (16706)	Ban'thok Sash (11662)	Cenarion Leggings (16835)	Waterspout Boots (18322)	Cenarion Bracers (16830)	Gordok's Gloves (18368)	Cyclopean Band (11824)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Aurastone Hammer (17105)	Therazane's Touch (19315)	N/A
97	Owlbeast	Crit Happens	Alliance	223.1	22	Feb 3	4:32	Green Lens (10504)	Tempest Talisman (18317)	Master's Mantle (10253)	Elegant Tunic (10218)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Waterspout Boots (18322)	High Councillor's Bracers (10136)	Mighty Gauntlets (10149)	Band of the Unicorn (7553)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	High Councillor's Cloak (10138)	Staff of Dominance (18842)	N/A	Egan's Blaster (13289)
98	Möthmäñ	Nominal	Horde	219.9	21	Feb 5	3:32	Cenarion Helm (16834)	Elder Magus Pendant (18397)	Master's Mantle (10253)	Master's Vest (10246)	Ban'thok Sash (11662)	Peerless Leggings (15431)	High Councillor's Boots (10137)	Eternal Bindings (14330)	Mighty Gauntlets (10149)	Maiden's Circle (13001)	Band of Sulfuras (19138)	Eye of the Beast (13968)	Insignia of the Horde (18853)	Fireproof Cloak (18811)	Smashing Star (15228)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
99	Kildare	Mythic Dawn	Alliance	219.7	37	Mar 14	3:29	Green Lens (10504)	Stormpike Sage's Pendant (19098)	Master's Mantle (10253)	Elegant Robes (10215)	Ban'thok Sash (11662)	Nightshade Leggings (10227)	High Councillor's Boots (10137)	Elegant Bracers (10213)	Dreamweave Gloves (10019)	Songstone of Ironforge (12543)	Band of the Unicorn (7553)	Insignia of the Alliance (18863)	Shard of the Splithooves (10659)	Master's Cloak (10249)	Sorcerous Dagger (18878)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
100	Shiftie	N/A	Unknown	219.2	27	Mar 3	3:43	Lieutenant Commander's Dragonhide Headguard (23308)	Lady Maye's Pendant (14558)	Lieutenant Commander's Dragonhide Shoulders (23309)	Knight-Captain's Dragonhide Chestpiece (23294)	Cenarion Belt (16828)	Knight-Captain's Dragonhide Leggings (23295)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Ogreseer Fists (11665)	Songstone of Ironforge (12543)	Maiden's Circle (13001)	Burst of Knowledge (11832)	Briarwood Reed (12930)	Stormpike Sage's Cloak (19086)	Hypnotic Blade (7714)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
